t     x     v
16.36 0.38 -1.69
16.37 0.37 -1.68
16.37 0.37 -1.68
16.38 0.36 -1.68
16.38 0.35 -1.67
16.39 0.34 -1.67
16.39 0.33 -1.66
16.40 0.32 -1.66
16.40 0.32 -1.66
16.41 0.31 -1.65
16.41 0.30 -1.65
16.42 0.29 -1.64
16.42 0.28 -1.64
16.43 0.27 -1.64
16.43 0.27 -1.63
16.44 0.26 -1.63
16.44 0.25 -1.62
16.45 0.24 -1.62
16.45 0.23 -1.62
16.46 0.23 -1.61
16.46 0.22 -1.61
16.47 0.21 -1.60
16.47 0.20 -1.60
16.48 0.19 -1.60
16.48 0.19 -1.59
16.49 0.18 -1.59
16.49 0.17 -1.58
16.50 0.16 -1.58
16.50 0.15 -1.58
16.51 0.15 -1.57
16.51 0.14 -1.57
16.52 0.13 -1.57
16.52 0.12 -1.56
16.53 0.12 -1.56
16.53 0.11 -1.55
16.54 0.10 -1.55
16.54 0.09 -1.55
16.55 0.08 -1.54
16.55 0.08 -1.54
16.56 0.07 -1.53
16.56 0.06 -1.53
16.57 0.05 -1.53
16.57 0.05 -1.52
16.58 0.04 -1.52
16.58 0.03 -1.52
16.59 0.02 -1.51
16.59 0.02 -1.51
16.60 0.01 -1.50
16.60 0.00 -1.50
16.61 -0.01 -1.50
16.61 -0.01 -1.49
16.62 -0.02 -1.49
16.62 -0.03 -1.49
16.63 -0.04 -1.48
16.63 -0.04 -1.48
16.64 -0.05 -1.48
16.64 -0.06 -1.47
16.65 -0.07 -1.47
16.65 -0.07 -1.46
16.66 -0.08 -1.46
16.66 -0.09 -1.46
16.67 -0.10 -1.45
16.67 -0.10 -1.45
16.68 -0.11 -1.45
16.68 -0.12 -1.44
16.69 -0.12 -1.44
16.69 -0.13 -1.44
16.70 -0.14 -1.43
16.70 -0.15 -1.43
16.71 -0.15 -1.43
16.71 -0.16 -1.42
16.72 -0.17 -1.42
16.72 -0.17 -1.42
16.73 -0.18 -1.41
16.73 -0.19 -1.41
16.74 -0.20 -1.40
16.74 -0.20 -1.40
16.75 -0.21 -1.40
16.75 -0.22 -1.39
16.76 -0.22 -1.39
16.76 -0.23 -1.39
16.77 -0.24 -1.38
16.77 -0.24 -1.38
16.78 -0.25 -1.38
16.78 -0.26 -1.37
16.79 -0.26 -1.37
16.79 -0.27 -1.37
16.80 -0.28 -1.36
16.80 -0.29 -1.36
16.81 -0.29 -1.36
16.81 -0.30 -1.35
16.82 -0.31 -1.35
16.82 -0.31 -1.35
16.83 -0.32 -1.34
16.83 -0.33 -1.34
16.84 -0.33 -1.34
16.84 -0.34 -1.33
16.85 -0.35 -1.33
16.85 -0.35 -1.33
16.86 -0.36 -1.32
16.86 -0.37 -1.32
16.87 -0.37 -1.32
16.87 -0.38 -1.31
16.88 -0.39 -1.31
16.88 -0.39 -1.31
16.89 -0.40 -1.31
16.89 -0.40 -1.30
16.90 -0.41 -1.30
16.90 -0.42 -1.30
16.91 -0.42 -1.29
16.91 -0.43 -1.29
16.92 -0.44 -1.29
16.92 -0.44 -1.28
16.93 -0.45 -1.28
16.93 -0.46 -1.28
16.94 -0.46 -1.27
16.94 -0.47 -1.27
16.95 -0.48 -1.27
16.95 -0.48 -1.26
16.96 -0.49 -1.26
16.96 -0.49 -1.26
16.97 -0.50 -1.25
16.97 -0.51 -1.25
16.98 -0.51 -1.25
16.98 -0.52 -1.25
16.99 -0.53 -1.24
16.99 -0.53 -1.24
17.00 -0.54 -1.24
17.00 -0.54 -1.23
17.01 -0.55 -1.23
17.01 -0.56 -1.23
17.02 -0.56 -1.22
17.02 -0.57 -1.22
17.03 -0.57 -1.22
17.03 -0.58 -1.22
17.04 -0.59 -1.21
17.04 -0.59 -1.21
17.05 -0.60 -1.21
17.05 -0.60 -1.20
17.06 -0.61 -1.20
17.06 -0.62 -1.20
17.07 -0.62 -1.19
17.07 -0.63 -1.19
17.08 -0.63 -1.19
17.08 -0.64 -1.19
17.09 -0.65 -1.18
17.09 -0.65 -1.18
17.10 -0.66 -1.18
17.10 -0.66 -1.17
17.11 -0.67 -1.17
17.11 -0.68 -1.17
17.12 -0.68 -1.17
17.12 -0.69 -1.16
17.13 -0.69 -1.16
17.13 -0.70 -1.16
17.14 -0.70 -1.15
17.14 -0.71 -1.15
17.15 -0.72 -1.15
17.15 -0.72 -1.15
17.16 -0.73 -1.14
17.16 -0.73 -1.14
17.17 -0.74 -1.14
17.17 -0.74 -1.13
17.18 -0.75 -1.13
17.18 -0.76 -1.13
17.19 -0.76 -1.13
17.19 -0.77 -1.12
17.20 -0.77 -1.12
17.20 -0.78 -1.12
17.21 -0.78 -1.12
17.21 -0.79 -1.11
17.22 -0.80 -1.11
17.22 -0.80 -1.11
17.23 -0.81 -1.10
17.23 -0.81 -1.10
17.24 -0.82 -1.10
17.24 -0.82 -1.10
17.25 -0.83 -1.09
17.25 -0.83 -1.09
17.26 -0.84 -1.09
17.26 -0.84 -1.09
17.27 -0.85 -1.08
17.27 -0.86 -1.08
17.28 -0.86 -1.08
17.28 -0.87 -1.07
17.29 -0.87 -1.07
17.29 -0.88 -1.07
17.30 -0.88 -1.07
17.30 -0.89 -1.06
17.31 -0.89 -1.06
17.31 -0.90 -1.06
17.32 -0.90 -1.06
17.32 -0.91 -1.05
17.33 -0.91 -1.05
17.33 -0.92 -1.05
17.34 -0.92 -1.05
17.34 -0.93 -1.04
17.35 -0.93 -1.04
17.35 -0.94 -1.04
17.36 -0.95 -1.04
17.36 -0.95 -1.03
17.37 -0.96 -1.03
17.37 -0.96 -1.03
17.38 -0.97 -1.03
17.38 -0.97 -1.02
17.39 -0.98 -1.02
17.39 -0.98 -1.02
17.40 -0.99 -1.02
17.40 -0.99 -1.01
17.41 -1.00 -1.01
17.41 -1.00 1.01
17.42 -1.00 1.01
17.42 -0.99 1.00
17.43 -0.99 1.00
17.43 -0.98 1.00
17.44 -0.98 1.00
17.44 -0.97 0.99
17.45 -0.97 0.99
17.45 -0.96 0.99
17.46 -0.96 0.99
17.46 -0.95 0.98
17.47 -0.95 0.98
17.47 -0.94 0.98
17.48 -0.94 0.98
17.48 -0.93 0.97
17.49 -0.93 0.97
17.49 -0.92 0.97
17.50 -0.92 0.97
17.50 -0.91 0.96
17.51 -0.91 0.96
17.51 -0.90 0.96
17.52 -0.90 0.96
17.52 -0.89 0.96
17.53 -0.89 0.95
17.53 -0.88 0.95
17.54 -0.88 0.95
17.54 -0.87 0.95
17.55 -0.87 0.94
17.55 -0.87 0.94
17.56 -0.86 0.94
17.56 -0.86 0.94
17.57 -0.85 0.93
17.57 -0.85 0.93
17.58 -0.84 0.93
17.58 -0.84 0.93
17.59 -0.83 0.93
17.59 -0.83 0.92
17.60 -0.82 0.92
17.60 -0.82 0.92
17.61 -0.81 0.92
17.61 -0.81 0.91
17.62 -0.81 0.91
17.62 -0.80 0.91
17.63 -0.80 0.91
17.63 -0.79 0.91
17.64 -0.79 0.90
17.64 -0.78 0.90
17.65 -0.78 0.90
17.65 -0.77 0.90
17.66 -0.77 0.89
17.66 -0.76 0.89
17.67 -0.76 0.89
17.67 -0.76 0.89
17.68 -0.75 0.89
17.68 -0.75 0.88
17.69 -0.74 0.88
17.69 -0.74 0.88
17.70 -0.73 0.88
17.70 -0.73 0.87
17.71 -0.72 0.87
17.71 -0.72 0.87
17.72 -0.72 0.87
17.72 -0.71 0.87
17.73 -0.71 0.86
17.73 -0.70 0.86
17.74 -0.70 0.86
17.74 -0.69 0.86
17.75 -0.69 0.86
17.75 -0.69 0.85
17.76 -0.68 0.85
17.76 -0.68 0.85
17.77 -0.67 0.85
17.77 -0.67 0.85
17.78 -0.66 0.84
17.78 -0.66 0.84
17.79 -0.66 0.84
17.79 -0.65 0.84
17.80 -0.65 0.83
17.80 -0.64 0.83
17.81 -0.64 0.83
17.81 -0.64 0.83
17.82 -0.63 0.83
17.82 -0.63 0.82
17.83 -0.62 0.82
17.83 -0.62 0.82
17.84 -0.62 0.82
17.84 -0.61 0.82
17.85 -0.61 0.81
17.85 -0.60 0.81
17.86 -0.60 0.81
17.86 -0.59 0.81
17.87 -0.59 0.81
17.87 -0.59 0.80
17.88 -0.58 0.80
17.88 -0.58 0.80
17.89 -0.57 0.80
17.89 -0.57 0.80
17.90 -0.57 0.79
17.90 -0.56 0.79
17.90 -0.56 0.79
17.91 -0.55 0.79
17.91 -0.55 0.79
17.92 -0.55 0.79
17.92 -0.54 0.78
17.93 -0.54 0.78
17.93 -0.54 0.78
17.94 -0.53 0.78
17.94 -0.53 0.78
17.95 -0.52 0.77
17.95 -0.52 0.77
17.96 -0.52 0.77
17.96 -0.51 0.77
17.97 -0.51 0.77
17.97 -0.50 0.76
17.98 -0.50 0.76
17.98 -0.50 0.76
17.99 -0.49 0.76
17.99 -0.49 0.76
18.00 -0.49 0.75
18.00 -0.48 0.75
18.01 -0.48 0.75
18.01 -0.47 0.75
18.02 -0.47 0.75
18.02 -0.47 0.75
18.03 -0.46 0.74
18.03 -0.46 0.74
18.04 -0.46 0.74
18.04 -0.45 0.74
18.05 -0.45 0.74
18.05 -0.44 0.73
18.06 -0.44 0.73
18.06 -0.44 0.73
18.07 -0.43 0.73
18.07 -0.43 0.73
18.08 -0.43 0.73
18.08 -0.42 0.72
18.09 -0.42 0.72
18.09 -0.42 0.72
18.10 -0.41 0.72
18.10 -0.41 0.72
18.11 -0.40 0.72
18.11 -0.40 0.71
18.12 -0.40 0.71
18.12 -0.39 0.71
18.13 -0.39 0.71
18.13 -0.39 0.71
18.14 -0.38 0.70
18.14 -0.38 0.70
18.15 -0.38 0.70
18.15 -0.37 0.70
18.16 -0.37 0.70
18.16 -0.37 0.70
18.17 -0.36 0.69
18.17 -0.36 0.69
18.18 -0.36 0.69
18.18 -0.35 0.69
18.19 -0.35 0.69
18.19 -0.35 0.69
18.20 -0.34 0.68
18.20 -0.34 0.68
18.21 -0.34 0.68
18.21 -0.33 0.68
18.22 -0.33 0.68
18.22 -0.32 0.68
18.23 -0.32 0.67
18.23 -0.32 0.67
18.24 -0.31 0.67
18.24 -0.31 0.67
18.25 -0.31 0.67
18.25 -0.30 0.67
18.26 -0.30 0.66
18.26 -0.30 0.66
18.27 -0.29 0.66
18.27 -0.29 0.66
18.28 -0.29 0.66
18.28 -0.29 0.66
18.29 -0.28 0.65
18.29 -0.28 0.65
18.30 -0.28 0.65
18.30 -0.27 0.65
18.31 -0.27 0.65
18.31 -0.27 0.65
18.32 -0.26 0.65
18.32 -0.26 0.64
18.33 -0.26 0.64
18.33 -0.25 0.64
18.34 -0.25 0.64
18.34 -0.25 0.64
18.35 -0.24 0.64
18.35 -0.24 0.63
18.36 -0.24 0.63
18.36 -0.23 0.63
18.37 -0.23 0.63
18.37 -0.23 0.63
18.38 -0.22 0.63
18.38 -0.22 0.62
18.39 -0.22 0.62
18.39 -0.21 0.62
18.40 -0.21 0.62
18.40 -0.21 0.62
18.41 -0.21 0.62
18.41 -0.20 0.62
18.42 -0.20 0.61
18.42 -0.20 0.61
18.43 -0.19 0.61
18.43 -0.19 0.61
18.44 -0.19 0.61
18.44 -0.18 0.61
18.45 -0.18 0.61
18.45 -0.18 0.60
18.46 -0.18 0.60
18.46 -0.17 0.60
18.47 -0.17 0.60
18.47 -0.17 0.60
18.48 -0.16 0.60
18.48 -0.16 0.59
18.49 -0.16 0.59
18.49 -0.15 0.59
18.50 -0.15 0.59
18.50 -0.15 0.59
18.51 -0.15 0.59
18.51 -0.14 0.59
18.52 -0.14 0.58
18.52 -0.14 0.58
18.53 -0.13 0.58
18.53 -0.13 0.58
18.54 -0.13 0.58
18.54 -0.13 0.58
18.55 -0.12 0.58
18.55 -0.12 0.57
18.56 -0.12 0.57
18.56 -0.11 0.57
18.57 -0.11 0.57
18.57 -0.11 0.57
18.58 -0.11 0.57
18.58 -0.10 0.57
18.59 -0.10 0.56
18.59 -0.10 0.56
18.60 -0.09 0.56
18.60 -0.09 0.56
18.61 -0.09 0.56
18.61 -0.09 0.56
18.62 -0.08 0.56
18.62 -0.08 0.56
18.63 -0.08 0.55
18.63 -0.07 0.55
18.64 -0.07 0.55
18.64 -0.07 0.55
18.65 -0.07 0.55
18.65 -0.06 0.55
18.66 -0.06 0.55
18.66 -0.06 0.54
18.67 -0.06 0.54
18.67 -0.05 0.54
18.68 -0.05 0.54
18.68 -0.05 0.54
18.69 -0.04 0.54
18.69 -0.04 0.54
18.70 -0.04 0.54
18.70 -0.04 0.53
18.71 -0.03 0.53
18.71 -0.03 0.53
18.72 -0.03 0.53
18.72 -0.03 0.53
18.73 -0.02 0.53
18.73 -0.02 0.53
18.74 -0.02 0.52
18.74 -0.02 0.52
18.75 -0.01 0.52
18.75 -0.01 0.52
18.76 -0.01 0.52
18.76 -0.00 0.52
18.77 -0.00 0.52
18.77 0.00 0.52
18.78 0.00 0.51
18.78 0.01 0.51
18.79 0.01 0.51
18.79 0.01 0.51
18.80 0.01 0.51
18.80 0.02 0.51
18.81 0.02 0.51
18.81 0.02 0.51
18.82 0.02 0.50
18.82 0.03 0.50
18.83 0.03 0.50
18.83 0.03 0.50
18.84 0.03 0.50
18.84 0.04 0.50
18.85 0.04 0.50
18.85 0.04 0.50
18.86 0.04 0.49
18.86 0.05 0.49
18.87 0.05 0.49
18.87 0.05 0.49
18.88 0.05 0.49
18.88 0.06 0.49
18.89 0.06 0.49
18.89 0.06 0.49
18.90 0.06 0.49
18.90 0.07 0.48
18.91 0.07 0.48
18.91 0.07 0.48
18.92 0.07 0.48
18.92 0.07 0.48
18.93 0.08 0.48
18.93 0.08 0.48
18.94 0.08 0.48
18.94 0.08 0.47
18.95 0.09 0.47
18.95 0.09 0.47
18.96 0.09 0.47
18.96 0.09 0.47
18.97 0.10 0.47
18.97 0.10 0.47
18.98 0.10 0.47
18.98 0.10 0.47
18.99 0.11 0.46
18.99 0.11 0.46
19.00 0.11 0.46
19.00 0.11 0.46
19.01 0.11 0.46
19.01 0.12 0.46
19.02 0.12 0.46
19.02 0.12 0.46
19.03 0.12 0.46
19.03 0.13 0.45
19.04 0.13 0.45
19.04 0.13 0.45
19.05 0.13 0.45
19.05 0.14 0.45
19.06 0.14 0.45
19.06 0.14 0.45
19.07 0.14 0.45
19.07 0.14 0.45
19.08 0.15 0.44
19.08 0.15 0.44
19.09 0.15 0.44
19.09 0.15 0.44
19.10 0.16 0.44
19.10 0.16 0.44
19.11 0.16 0.44
19.11 0.16 0.44
19.12 0.16 0.44
19.12 0.17 0.43
19.13 0.17 0.43
19.13 0.17 0.43
19.14 0.17 0.43
19.14 0.17 0.43
19.15 0.18 0.43
19.15 0.18 0.43
19.16 0.18 0.43
19.16 0.18 0.43
19.17 0.19 0.42
19.17 0.19 0.42
19.18 0.19 0.42
19.18 0.19 0.42
19.19 0.19 0.42
19.19 0.20 0.42
19.20 0.20 0.42
19.20 0.20 0.42
19.21 0.20 0.42
19.21 0.20 0.42
19.22 0.21 0.41
19.22 0.21 0.41
19.23 0.21 0.41
19.23 0.21 0.41
19.24 0.21 0.41
19.24 0.22 0.41
19.25 0.22 0.41
19.25 0.22 0.41
19.26 0.22 0.41
19.26 0.22 0.41
19.27 0.23 0.40
19.27 0.23 0.40
19.28 0.23 0.40
19.28 0.23 0.40
19.29 0.23 0.40
19.29 0.24 0.40
19.30 0.24 0.40
19.30 0.24 0.40
19.31 0.24 0.40
19.31 0.24 0.40
19.32 0.25 0.39
19.32 0.25 0.39
19.33 0.25 0.39
19.33 0.25 0.39
19.34 0.25 0.39
19.34 0.26 0.39
19.35 0.26 0.39
19.35 0.26 0.39
19.36 0.26 0.39
19.36 0.26 0.39
19.37 0.27 0.39
19.37 0.27 0.38
19.38 0.27 0.38
19.38 0.27 0.38
19.39 0.27 0.38
19.39 0.28 0.38
19.40 0.28 0.38
19.40 0.28 0.38
19.41 0.28 0.38
19.41 0.28 0.38
19.42 0.29 0.38
19.42 0.29 0.37
19.43 0.29 0.37
19.43 0.29 0.37
19.44 0.29 0.37
19.44 0.29 0.37
19.45 0.30 0.37
19.45 0.30 0.37
19.46 0.30 0.37
19.46 0.30 0.37
19.47 0.30 0.37
19.47 0.31 0.37
19.48 0.31 0.36
19.48 0.31 0.36
19.49 0.31 0.36
19.49 0.31 0.36
19.50 0.31 0.36
19.50 0.32 0.36
19.51 0.32 0.36
19.51 0.32 0.36
19.52 0.32 0.36
19.52 0.32 0.36
19.53 0.33 0.36
19.53 0.33 0.36
19.54 0.33 0.35
19.54 0.33 0.35
19.55 0.33 0.35
19.55 0.33 0.35
19.56 0.34 0.35
19.56 0.34 0.35
19.57 0.34 0.35
19.57 0.34 0.35
19.58 0.34 0.35
19.58 0.34 0.35
19.59 0.35 0.35
19.59 0.35 0.34
19.60 0.35 0.34
19.60 0.35 0.34
19.61 0.35 0.34
19.61 0.36 0.34
19.62 0.36 0.34
19.62 0.36 0.34
19.63 0.36 0.34
19.63 0.36 0.34
19.64 0.36 0.34
19.64 0.37 0.34
19.65 0.37 0.34
19.65 0.37 0.33
19.66 0.37 0.33
19.66 0.37 0.33
19.67 0.37 0.33
19.67 0.38 0.33
19.68 0.38 0.33
19.68 0.38 0.33
19.69 0.38 0.33
19.69 0.38 0.33
19.70 0.38 0.33
19.70 0.39 0.33
19.71 0.39 0.33
19.71 0.39 0.33
19.72 0.39 0.32
19.72 0.39 0.32
19.73 0.39 0.32
19.73 0.39 0.32
19.74 0.40 0.32
19.74 0.40 0.32
19.75 0.40 0.32
19.75 0.40 0.32
19.76 0.40 0.32
19.76 0.40 0.32
19.77 0.41 0.32
19.77 0.41 0.32
19.78 0.41 0.31
19.78 0.41 0.31
19.79 0.41 0.31
19.79 0.41 0.31
19.80 0.42 0.31
19.80 0.42 0.31
19.81 0.42 0.31
19.81 0.42 0.31
19.82 0.42 0.31
19.82 0.42 0.31
19.83 0.42 0.31
19.83 0.43 0.31
19.84 0.43 0.31
19.84 0.43 0.31
19.85 0.43 0.30
19.85 0.43 0.30
19.86 0.43 0.30
19.86 0.44 0.30
19.87 0.44 0.30
19.87 0.44 0.30
19.88 0.44 0.30
19.88 0.44 0.30
19.89 0.44 0.30
19.89 0.44 0.30
19.90 0.45 0.30
19.90 0.45 0.30
19.91 0.45 0.30
19.91 0.45 0.29
19.92 0.45 0.29
19.92 0.45 0.29
19.93 0.45 0.29
19.93 0.46 0.29
19.94 0.46 0.29
19.94 0.46 0.29
19.95 0.46 0.29
19.95 0.46 0.29
19.96 0.46 0.29
19.96 0.46 0.29
19.97 0.47 0.29
19.97 0.47 0.29
19.98 0.47 0.29
19.98 0.47 0.28
19.99 0.47 0.28
19.99 0.47 0.28
20.00 0.47 0.28
20.00 0.48 0.28
20.01 0.48 0.28
20.01 0.48 0.28
20.02 0.48 0.28
20.02 0.48 0.28
20.03 0.48 0.28
20.03 0.48 0.28
20.04 0.49 0.28
20.04 0.49 0.28
20.05 0.49 0.28
20.05 0.49 0.28
20.06 0.49 0.27
20.06 0.49 0.27
20.07 0.49 0.27
20.07 0.50 0.27
20.08 0.50 0.27
20.08 0.50 0.27
20.09 0.50 0.27
20.09 0.50 0.27
20.10 0.50 0.27
20.10 0.50 0.27
20.11 0.50 0.27
20.11 0.51 0.27
20.12 0.51 0.27
20.12 0.51 0.27
20.13 0.51 0.27
20.13 0.51 0.26
20.14 0.51 0.26
20.14 0.51 0.26
20.15 0.52 0.26
20.15 0.52 0.26
20.16 0.52 0.26
20.16 0.52 0.26
20.17 0.52 0.26
20.17 0.52 0.26
20.18 0.52 0.26
20.18 0.52 0.26
20.19 0.53 0.26
20.19 0.53 0.26
20.20 0.53 0.26
20.20 0.53 0.26
20.21 0.53 0.25
20.21 0.53 0.25
20.22 0.53 0.25
20.22 0.53 0.25
20.23 0.54 0.25
20.23 0.54 0.25
20.24 0.54 0.25
20.24 0.54 0.25
20.25 0.54 0.25
20.25 0.54 0.25
20.26 0.54 0.25
20.26 0.54 0.25
20.27 0.55 0.25
20.27 0.55 0.25
20.28 0.55 0.25
20.28 0.55 0.25
20.29 0.55 0.25
20.29 0.55 0.24
20.30 0.55 0.24
20.30 0.55 0.24
20.31 0.56 0.24
20.31 0.56 0.24
20.32 0.56 0.24
20.32 0.56 0.24
20.33 0.56 0.24
20.33 0.56 0.24
20.34 0.56 0.24
20.34 0.56 0.24
20.35 0.57 0.24
20.35 0.57 0.24
20.36 0.57 0.24
20.36 0.57 0.24
20.37 0.57 0.24
20.37 0.57 0.24
20.38 0.57 0.23
20.38 0.57 0.23
20.39 0.57 0.23
20.39 0.58 0.23
20.40 0.58 0.23
20.40 0.58 0.23
20.41 0.58 0.23
20.41 0.58 0.23
20.42 0.58 0.23
20.42 0.58 0.23
20.43 0.58 0.23
20.43 0.59 0.23
20.44 0.59 0.23
20.44 0.59 0.23
20.45 0.59 0.23
20.45 0.59 0.23
20.46 0.59 0.23
20.46 0.59 0.22
20.47 0.59 0.22
20.47 0.59 0.22
20.48 0.60 0.22
20.48 0.60 0.22
20.49 0.60 0.22
20.49 0.60 0.22
20.50 0.60 0.22
20.50 0.60 0.22
20.51 0.60 0.22
20.51 0.60 0.22
20.52 0.60 0.22
20.52 0.61 0.22
20.53 0.61 0.22
20.53 0.61 0.22
20.54 0.61 0.22
20.54 0.61 0.22
20.55 0.61 0.22
20.55 0.61 0.22
20.56 0.61 0.21
20.56 0.61 0.21
20.57 0.62 0.21
20.57 0.62 0.21
20.58 0.62 0.21
20.58 0.62 0.21
20.59 0.62 0.21
20.59 0.62 0.21
20.60 0.62 0.21
20.60 0.62 0.21
20.61 0.62 0.21
20.61 0.62 0.21
20.62 0.63 0.21
20.62 0.63 0.21
20.63 0.63 0.21
20.63 0.63 0.21
20.64 0.63 0.21
20.64 0.63 0.21
20.65 0.63 0.21
20.65 0.63 0.20
20.66 0.63 0.20
20.66 0.63 0.20
20.67 0.64 0.20
20.67 0.64 0.20
20.68 0.64 0.20
20.68 0.64 0.20
20.69 0.64 0.20
20.69 0.64 0.20
20.70 0.64 0.20
20.70 0.64 0.20
20.71 0.64 0.20
20.71 0.64 0.20
20.72 0.65 0.20
20.72 0.65 0.20
20.73 0.65 0.20
20.73 0.65 0.20
20.74 0.65 0.20
20.74 0.65 0.20
20.75 0.65 0.20
20.75 0.65 0.20
20.76 0.65 0.19
20.76 0.65 0.19
20.77 0.66 0.19
20.77 0.66 0.19
20.78 0.66 0.19
20.78 0.66 0.19
20.79 0.66 0.19
20.79 0.66 0.19
20.80 0.66 0.19
20.80 0.66 0.19
20.81 0.66 0.19
20.81 0.66 0.19
20.82 0.67 0.19
20.82 0.67 0.19
20.83 0.67 0.19
20.83 0.67 0.19
20.84 0.67 0.19
20.84 0.67 0.19
20.85 0.67 0.19
20.85 0.67 0.19
20.86 0.67 0.19
20.86 0.67 0.18
20.87 0.67 0.18
20.87 0.68 0.18
20.88 0.68 0.18
20.88 0.68 0.18
20.89 0.68 0.18
20.89 0.68 0.18
20.90 0.68 0.18
20.90 0.68 0.18
20.91 0.68 0.18
20.91 0.68 0.18
20.92 0.68 0.18
20.92 0.68 0.18
20.93 0.69 0.18
20.93 0.69 0.18
20.94 0.69 0.18
20.94 0.69 0.18
20.95 0.69 0.18
20.95 0.69 0.18
20.96 0.69 0.18
20.96 0.69 0.18
20.97 0.69 0.18
20.97 0.69 0.18
20.98 0.69 0.17
20.98 0.70 0.17
20.99 0.70 0.17
20.99 0.70 0.17
21.00 0.70 0.17
21.00 0.70 0.17
21.01 0.70 0.17
21.01 0.70 0.17
21.02 0.70 0.17
21.02 0.70 0.17
21.03 0.70 0.17
21.03 0.70 0.17
21.04 0.70 0.17
21.04 0.71 0.17
21.05 0.71 0.17
21.05 0.71 0.17
21.06 0.71 0.17
21.06 0.71 0.17
21.07 0.71 0.17
21.07 0.71 0.17
21.08 0.71 0.17
21.08 0.71 0.17
21.09 0.71 0.17
21.09 0.71 0.17
21.10 0.71 0.16
21.10 0.72 0.16
21.11 0.72 0.16
21.11 0.72 0.16
21.12 0.72 0.16
21.12 0.72 0.16
21.13 0.72 0.16
21.13 0.72 0.16
21.14 0.72 0.16
21.14 0.72 0.16
21.15 0.72 0.16
21.15 0.72 0.16
21.16 0.72 0.16
21.16 0.73 0.16
21.17 0.73 0.16
21.17 0.73 0.16
21.18 0.73 0.16
21.18 0.73 0.16
21.19 0.73 0.16
21.19 0.73 0.16
21.20 0.73 0.16
21.20 0.73 0.16
21.21 0.73 0.16
21.21 0.73 0.16
21.22 0.73 0.16
21.22 0.73 0.15
21.23 0.74 0.15
21.23 0.74 0.15
21.24 0.74 0.15
21.24 0.74 0.15
21.25 0.74 0.15
21.25 0.74 0.15
21.26 0.74 0.15
21.26 0.74 0.15
21.27 0.74 0.15
21.27 0.74 0.15
21.28 0.74 0.15
21.28 0.74 0.15
21.29 0.74 0.15
21.29 0.75 0.15
21.30 0.75 0.15
21.30 0.75 0.15
21.31 0.75 0.15
21.31 0.75 0.15
21.32 0.75 0.15
21.32 0.75 0.15
21.33 0.75 0.15
21.33 0.75 0.15
21.34 0.75 0.15
21.34 0.75 0.15
21.35 0.75 0.15
21.35 0.75 0.15
21.36 0.75 0.14
21.36 0.76 0.14
21.37 0.76 0.14
21.37 0.76 0.14
21.38 0.76 0.14
21.38 0.76 0.14
21.39 0.76 0.14
21.39 0.76 0.14
21.40 0.76 0.14
21.40 0.76 0.14
21.41 0.76 0.14
21.41 0.76 0.14
21.42 0.76 0.14
21.42 0.76 0.14
21.43 0.76 0.14
21.43 0.77 0.14
21.44 0.77 0.14
21.44 0.77 0.14
21.45 0.77 0.14
21.45 0.77 0.14
21.46 0.77 0.14
21.46 0.77 0.14
21.47 0.77 0.14
21.47 0.77 0.14
21.48 0.77 0.14
21.48 0.77 0.14
21.49 0.77 0.14
21.49 0.77 0.14
21.50 0.77 0.14
21.50 0.78 0.13
21.51 0.78 0.13
21.51 0.78 0.13
21.52 0.78 0.13
21.52 0.78 0.13
21.53 0.78 0.13
21.53 0.78 0.13
21.54 0.78 0.13
21.54 0.78 0.13
21.55 0.78 0.13
21.55 0.78 0.13
21.56 0.78 0.13
21.56 0.78 0.13
21.57 0.78 0.13
21.57 0.78 0.13
21.58 0.78 0.13
21.58 0.79 0.13
21.59 0.79 0.13
21.59 0.79 0.13
21.60 0.79 0.13
21.60 0.79 0.13
21.61 0.79 0.13
21.61 0.79 0.13
21.62 0.79 0.13
21.62 0.79 0.13
21.63 0.79 0.13
21.63 0.79 0.13
21.64 0.79 0.13
21.64 0.79 0.13
21.65 0.79 0.13
21.65 0.79 0.13
21.66 0.80 0.13
21.66 0.80 0.12
21.67 0.80 0.12
21.67 0.80 0.12
21.68 0.80 0.12
21.68 0.80 0.12
21.69 0.80 0.12
21.69 0.80 0.12
21.70 0.80 0.12
21.70 0.80 0.12
21.71 0.80 0.12
21.71 0.80 0.12
21.72 0.80 0.12
21.72 0.80 0.12
21.73 0.80 0.12
21.73 0.80 0.12
21.74 0.80 0.12
21.74 0.81 0.12
21.75 0.81 0.12
21.75 0.81 0.12
21.76 0.81 0.12
21.76 0.81 0.12
21.77 0.81 0.12
21.77 0.81 0.12
21.78 0.81 0.12
21.78 0.81 0.12
21.79 0.81 0.12
21.79 0.81 0.12
21.80 0.81 0.12
21.80 0.81 0.12
21.81 0.81 0.12
21.81 0.81 0.12
21.82 0.81 0.12
21.82 0.81 0.12
21.83 0.82 0.12
21.83 0.82 0.11
21.84 0.82 0.11
21.84 0.82 0.11
21.85 0.82 0.11
21.85 0.82 0.11
21.86 0.82 0.11
21.86 0.82 0.11
21.87 0.82 0.11
21.87 0.82 0.11
21.88 0.82 0.11
21.88 0.82 0.11
21.89 0.82 0.11
21.89 0.82 0.11
21.90 0.82 0.11
21.90 0.82 0.11
21.91 0.82 0.11
21.91 0.83 0.11
